function,inv_max_fpr,projected_eles,num_gen_eles,len_gen_eles,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,actual_fpr,num_hashes,table_size
TestBloomFilterStringQuery,2,1000000,64,64,252017,2767.03,2766.76,ns,,,,,,0,1,1.4427e+06
TestBloomFilterStringQuery,8,1000000,64,64,251200,2770.87,2771.03,ns,,,,,,0,3,4.32809e+06
TestBloomFilterStringQuery,64,1000000,64,64,250830,2792.18,2791.66,ns,,,,,,0,6,8.65618e+06
TestBloomFilterStringQuery,512,1000000,64,64,250590,2796.86,2796.45,ns,,,,,,0,9,1.29843e+07
TestBloomFilterStringQuery,2048,1000000,64,64,250940,2787.46,2786.99,ns,,,,,,0,11,1.58696e+07
TestBloomFilterStringQuery,2,1000,512,64,47096,14864.6,14864.3,ns,,,,,,0,1,1448
TestBloomFilterStringQuery,8,1000,512,64,47163,14867,14866.6,ns,,,,,,0,3,4328
TestBloomFilterStringQuery,64,1000,512,64,47151,14824.1,14823.4,ns,,,,,,0,6,8656
TestBloomFilterStringQuery,512,1000,512,64,47071,14848.3,14847.6,ns,,,,,,0,9,12984
TestBloomFilterStringQuery,2048,1000,512,64,47199,14821.8,14821.2,ns,,,,,,0,11,15872
TestBloomFilterStringQuery,2,4096,512,64,47112,14872.2,14871.5,ns,,,,,,0,1,5912
TestBloomFilterStringQuery,8,4096,512,64,47061,14846.7,14846,ns,,,,,,0,3,17728
TestBloomFilterStringQuery,64,4096,512,64,47145,14819.7,14818.8,ns,,,,,,0,6,35456
TestBloomFilterStringQuery,512,4096,512,64,47059,14851.9,14851.5,ns,,,,,,0,9,53184
TestBloomFilterStringQuery,2048,4096,512,64,47186,14827.6,14827,ns,,,,,,0,11,65008
TestBloomFilterStringQuery,2,32768,512,64,47181,14853.6,14853.7,ns,,,,,,0,1,47280
TestBloomFilterStringQuery,8,32768,512,64,46723,15002.7,15011.3,ns,,,,,,0,3,141824
TestBloomFilterStringQuery,64,32768,512,64,46517,15072.6,15081,ns,,,,,,0,6,283648
TestBloomFilterStringQuery,512,32768,512,64,46419,15152,15157.8,ns,,,,,,0,9,425472
TestBloomFilterStringQuery,2048,32768,512,64,45537,15263.1,15270,ns,,,,,,0,11,520016
TestBloomFilterStringQuery,2,262144,512,64,45494,15374.4,15381.6,ns,,,,,,0,1,378200
TestBloomFilterStringQuery,8,262144,512,64,46135,15144,15151.6,ns,,,,,,0,3,1.13458e+06
TestBloomFilterStringQuery,64,262144,512,64,46087,15196.4,15203.8,ns,,,,,,0,6,2.26917e+06
TestBloomFilterStringQuery,512,262144,512,64,45684,15284.5,15295.6,ns,,,,,,0,9,3.40374e+06
TestBloomFilterStringQuery,2048,262144,512,64,45689,15269.9,15277.2,ns,,,,,,0,11,4.16014e+06
TestBloomFilterStringQuery,2,1000000,512,64,46250,15094,15097.9,ns,,,,,,0,1,1.4427e+06
TestBloomFilterStringQuery,8,1000000,512,64,45587,15292.4,15304.1,ns,,,,,,0,3,4.32809e+06
TestBloomFilterStringQuery,64,1000000,512,64,45385,15388.3,15395.5,ns,,,,,,0,6,8.65618e+06
TestBloomFilterStringQuery,512,1000000,512,64,45312,15404.6,15414.8,ns,,,,,,0,9,1.29843e+07
TestBloomFilterStringQuery,2048,1000000,512,64,45262,15425,15433.2,ns,,,,,,0,11,1.58696e+07
TestBloomFilterStringQuery,2,1000,4096,64,6272,111436,111439,ns,,,,,,0,1,1448
TestBloomFilterStringQuery,8,1000,4096,64,6268,111291,111292,ns,,,,,,0,3,4328
TestBloomFilterStringQuery,64,1000,4096,64,6287,111016,111016,ns,,,,,,0,6,8656
TestBloomFilterStringQuery,512,1000,4096,64,6282,111157,111158,ns,,,,,,0,9,12984
TestBloomFilterStringQuery,2048,1000,4096,64,6279,111097,111098,ns,,,,,,0,11,15872
TestBloomFilterStringQuery,2,4096,4096,64,6263,111345,111346,ns,,,,,,0,1,5912
TestBloomFilterStringQuery,8,4096,4096,64,6279,111067,111067,ns,,,,,,0,3,17728
TestBloomFilterStringQuery,64,4096,4096,64,6276,111162,111162,ns,,,,,,0,6,35456
TestBloomFilterStringQuery,512,4096,4096,64,6277,111112,111112,ns,,,,,,0,9,53184
TestBloomFilterStringQuery,2048,4096,4096,64,6285,111178,111179,ns,,,,,,0,11,65008
TestBloomFilterStringQuery,2,32768,4096,64,6284,111211,111212,ns,,,,,,0,1,47280
TestBloomFilterStringQuery,8,32768,4096,64,6258,111382,111383,ns,,,,,,0,3,141824
TestBloomFilterStringQuery,64,32768,4096,64,6218,112232,112243,ns,,,,,,0,6,283648
TestBloomFilterStringQuery,512,32768,4096,64,6178,113062,113073,ns,,,,,,0,9,425472
TestBloomFilterStringQuery,2048,32768,4096,64,6155,113614,113626,ns,,,,,,0,11,520016
TestBloomFilterStringQuery,2,262144,4096,64,6108,113448,113460,ns,,,,,,0,1,378200
TestBloomFilterStringQuery,8,262144,4096,64,6132,113784,113796,ns,,,,,,0,3,1.13458e+06
TestBloomFilterStringQuery,64,262144,4096,64,6042,115624,115632,ns,,,,,,0,6,2.26917e+06
TestBloomFilterStringQuery,512,262144,4096,64,6010,116421,116435,ns,,,,,,0,9,3.40374e+06
TestBloomFilterStringQuery,2048,262144,4096,64,5846,118340,118356,ns,,,,,,0,11,4.16014e+06
TestBloomFilterStringQuery,2,1000000,4096,64,6073,115020,115037,ns,,,,,,0,1,1.4427e+06
TestBloomFilterStringQuery,8,1000000,4096,64,5787,119577,119580,ns,,,,,,0,3,4.32809e+06
TestBloomFilterStringQuery,64,1000000,4096,64,5822,119166,119176,ns,,,,,,0,6,8.65618e+06
TestBloomFilterStringQuery,512,1000000,4096,64,5828,121380,121393,ns,,,,,,0,9,1.29843e+07
TestBloomFilterStringQuery,2048,1000000,4096,64,5711,121232,121256,ns,,,,,,0,11,1.58696e+07
TestBloomFilterStringQuery,2,1000,8192,64,3132,223138,223138,ns,,,,,,0,1,1448
TestBloomFilterStringQuery,8,1000,8192,64,3113,222599,222606,ns,,,,,,0,3,4328
TestBloomFilterStringQuery,64,1000,8192,64,3162,221960,221960,ns,,,,,,0,6,8656
TestBloomFilterStringQuery,512,1000,8192,64,3154,221879,221882,ns,,,,,,0,9,12984
TestBloomFilterStringQuery,2048,1000,8192,64,3140,226627,226607,ns,,,,,,0,11,15872
TestBloomFilterStringQuery,2,4096,8192,64,3123,222962,222959,ns,,,,,,0,1,5912
TestBloomFilterStringQuery,8,4096,8192,64,3160,221071,221071,ns,,,,,,0,3,17728
TestBloomFilterStringQuery,64,4096,8192,64,3163,221070,221069,ns,,,,,,0,6,35456
TestBloomFilterStringQuery,512,4096,8192,64,3161,221261,221258,ns,,,,,,0,9,53184
TestBloomFilterStringQuery,2048,4096,8192,64,3156,221093,221095,ns,,,,,,0,11,65008
TestBloomFilterStringQuery,2,32768,8192,64,3161,220901,220901,ns,,,,,,0,1,47280
TestBloomFilterStringQuery,8,32768,8192,64,3125,221973,221973,ns,,,,,,0,3,141824
TestBloomFilterStringQuery,64,32768,8192,64,3121,223575,223585,ns,,,,,,0,6,283648
TestBloomFilterStringQuery,512,32768,8192,64,3094,224780,224795,ns,,,,,,0,9,425472
TestBloomFilterStringQuery,2048,32768,8192,64,3107,225396,225407,ns,,,,,,0,11,520016
TestBloomFilterStringQuery,2,262144,8192,64,3098,224671,224685,ns,,,,,,0,1,378200
TestBloomFilterStringQuery,8,262144,8192,64,3092,225739,225759,ns,,,,,,0,3,1.13458e+06
TestBloomFilterStringQuery,64,262144,8192,64,3034,230403,230420,ns,,,,,,0,6,2.26917e+06
TestBloomFilterStringQuery,512,262144,8192,64,2967,235039,235069,ns,,,,,,0,9,3.40374e+06
TestBloomFilterStringQuery,2048,262144,8192,64,2960,235443,235463,ns,,,,,,0,11,4.16014e+06
TestBloomFilterStringQuery,2,1000000,8192,64,3073,226635,226645,ns,,,,,,0,1,1.4427e+06
TestBloomFilterStringQuery,8,1000000,8192,64,2844,245552,245581,ns,,,,,,0,3,4.32809e+06
TestBloomFilterStringQuery,64,1000000,8192,64,2866,243444,243471,ns,,,,,,0,6,8.65618e+06
TestBloomFilterStringQuery,512,1000000,8192,64,2871,243877,243909,ns,,,,,,0,9,1.29843e+07
TestBloomFilterStringQuery,2048,1000000,8192,64,2848,245706,245743,ns,,,,,,0,11,1.58696e+07
TestBloomFilterStringQuery,2,1000,8,100,571243,1227.43,1227.29,ns,,,,,,0,1,1448
TestBloomFilterStringQuery,8,1000,8,100,567814,1233.71,1233.5,ns,,,,,,0,3,4328
TestBloomFilterStringQuery,64,1000,8,100,566764,1231.01,1230.99,ns,,,,,,0,6,8656
TestBloomFilterStringQuery,512,1000,8,100,568751,1231.96,1231.82,ns,,,,,,0,9,12984
TestBloomFilterStringQuery,2048,1000,8,100,566372,1232.42,1232.2,ns,,,,,,0,11,15872
TestBloomFilterStringQuery,2,4096,8,100,570916,1228.66,1228.44,ns,,,,,,0,1,5912
TestBloomFilterStringQuery,8,4096,8,100,570864,1236.05,1235.63,ns,,,,,,0,3,17728
TestBloomFilterStringQuery,64,4096,8,100,561249,1240.09,1240.01,ns,,,,,,0,6,35456
TestBloomFilterStringQuery,512,4096,8,100,565586,1236.53,1236.36,ns,,,,,,0,9,53184
TestBloomFilterStringQuery,2048,4096,8,100,564277,1227.65,1227.39,ns,,,,,,0,11,65008
TestBloomFilterStringQuery,2,32768,8,100,566407,1234.08,1233.88,ns,,,,,,0,1,47280
TestBloomFilterStringQuery,8,32768,8,100,569058,1230.11,1230.04,ns,,,,,,0,3,141824
TestBloomFilterStringQuery,64,32768,8,100,567808,1233.66,1233.43,ns,,,,,,0,6,283648
TestBloomFilterStringQuery,512,32768,8,100,568412,1234.26,1233.94,ns,,,,,,0,9,425472
