2020-04-17 11:04:25
Running ./bin/learned_b
Run on (8 X 2500 MHz CPU s)
CPU Caches:
  L1 Data 32K (x4)
  L1 Instruction 32K (x4)
  L2 Unified 262K (x4)
  L3 Unified 6291K (x1)
Load Average: 1.54, 2.02, 2.53
***WARNING*** Library was built as DEBUG. Timings may be affected.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"fpr","lbf_size","num_hashes","table_size","target_fpr","tau"
"MyFixtureLearned/TestBloomFilterStringQuery/5/12",1,4.59601e+09,4.55925e+09,ns,,,,,,5.45723,88628,5,72064,0.0413966,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/5/13",1,4.47615e+09,4.47556e+09,ns,,,,,,4.58149,88628,5,72064,0.0413966,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/5/14",1,4.46254e+09,4.46167e+09,ns,,,,,,4.79351,88628,5,72064,0.0413966,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/5/15",1,4.74812e+09,4.7313e+09,ns,,,,,,5.10693,88628,5,72064,0.0413966,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/5/16",1,4.52464e+09,4.51993e+09,ns,,,,,,4.81195,88628,5,72064,0.0413966,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/5/17",1,4.54758e+09,4.54494e+09,ns,,,,,,4.48931,88628,5,72064,0.0413966,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/5/18",1,4.53077e+09,4.52877e+09,ns,,,,,,3.95465,88628,5,72064,0.0413966,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/5/19",1,4.64253e+09,4.62769e+09,ns,,,,,,4.00996,88628,5,72064,0.0413966,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/5/20",1,4.97928e+09,4.973e+09,ns,,,,,,3.72419,88628,5,72064,0.0413966,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/5/21",1,4.83742e+09,4.83325e+09,ns,,,,,,3.61357,88628,5,72064,0.0413966,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/5/22",1,4.71244e+09,4.70873e+09,ns,,,,,,3.20796,88628,5,72064,0.0413966,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/5/23",1,4.72696e+09,4.72466e+09,ns,,,,,,3.19875,88628,5,72064,0.0413966,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/5/24",1,4.74179e+09,4.73646e+09,ns,,,,,,2.99594,88628,5,72064,0.0413966,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/5/25",1,4.80486e+09,4.80079e+09,ns,,,,,,2.52581,88628,5,72064,0.0413966,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/5/26",1,4.70682e+09,4.70326e+09,ns,,,,,,2.24926,88628,5,72064,0.0413966,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/5/27",1,4.68154e+09,4.67725e+09,ns,,,,,,2.20317,88628,5,72064,0.0413966,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/5/28",1,4.68275e+09,4.68036e+09,ns,,,,,,1.79757,88628,5,72064,0.0413966,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/5/29",3,2.04863e+08,2.04707e+08,ns,,,,,,21.4049,88628,5,72064,0.0413966,1
"MyFixtureLearned/TestBloomFilterStringQuery/6/0",1,4.42843e+09,4.42548e+09,ns,,,,,,11.0988,88628,5,72976,0.0396759,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/6/1",1,4.80489e+09,4.79811e+09,ns,,,,,,7.44838,88628,5,72976,0.0396759,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/6/2",1,4.63033e+09,4.6279e+09,ns,,,,,,9.84513,88628,5,72976,0.0396759,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/6/3",1,4.66068e+09,4.6226e+09,ns,,,,,,9.43953,88628,5,72976,0.0396759,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/6/4",1,4.63057e+09,4.62786e+09,ns,,,,,,8.88643,88628,5,72976,0.0396759,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/6/5",1,4.80248e+09,4.79502e+09,ns,,,,,,8.36099,88628,5,72976,0.0396759,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/6/6",1,4.62513e+09,4.62268e+09,ns,,,,,,6.20391,88628,5,72976,0.0396759,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/6/7",1,4.64128e+09,4.6392e+09,ns,,,,,,7.7618,88628,5,72976,0.0396759,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/6/8",1,4.72528e+09,4.68911e+09,ns,,,,,,7.33776,88628,5,72976,0.0396759,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/6/9",1,4.6557e+09,4.65296e+09,ns,,,,,,6.48046,88628,5,72976,0.0396759,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/6/10",1,4.69311e+09,4.69116e+09,ns,,,,,,6.68326,88628,5,72976,0.0396759,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/6/11",1,4.73275e+09,4.7304e+09,ns,,,,,,6.25922,88628,5,72976,0.0396759,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/6/12",1,4.67686e+09,4.67342e+09,ns,,,,,,5.33739,88628,5,72976,0.0396759,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/6/13",1,4.83425e+09,4.79892e+09,ns,,,,,,5.14381,88628,5,72976,0.0396759,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/6/14",1,4.98483e+09,4.97937e+09,ns,,,,,,4.70133,88628,5,72976,0.0396759,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/6/15",1,5.27113e+09,5.12394e+09,ns,,,,,,4.88569,88628,5,72976,0.0396759,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/6/16",1,4.84307e+09,4.83951e+09,ns,,,,,,4.57227,88628,5,72976,0.0396759,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/6/17",1,4.7998e+09,4.79732e+09,ns,,,,,,4.10214,88628,5,72976,0.0396759,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/6/18",1,4.96844e+09,4.9292e+09,ns,,,,,,3.89012,88628,5,72976,0.0396759,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/6/19",1,4.84213e+09,4.83831e+09,ns,,,,,,3.65966,88628,5,72976,0.0396759,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/6/20",1,4.94667e+09,4.90749e+09,ns,,,,,,3.69653,88628,5,72976,0.0396759,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/6/21",1,4.73939e+09,4.73738e+09,ns,,,,,,3.45686,88628,5,72976,0.0396759,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/6/22",1,4.74461e+09,4.74183e+09,ns,,,,,,3.08813,88628,5,72976,0.0396759,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/6/23",1,4.83432e+09,4.79967e+09,ns,,,,,,2.94063,88628,5,72976,0.0396759,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/6/24",1,4.7285e+09,4.72571e+09,ns,,,,,,2.87611,88628,5,72976,0.0396759,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/6/25",1,4.71957e+09,4.71683e+09,ns,,,,,,2.49816,88628,5,72976,0.0396759,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/6/26",1,4.7287e+09,4.72486e+09,ns,,,,,,2.22161,88628,5,72976,0.0396759,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/6/27",1,4.69897e+09,4.69618e+09,ns,,,,,,2.15708,88628,5,72976,0.0396759,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/6/28",1,4.86106e+09,4.85321e+09,ns,,,,,,1.76069,88628,5,72976,0.0396759,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/6/29",3,2.04919e+08,2.04878e+08,ns,,,,,,19.6534,88628,5,72976,0.0396759,1
"MyFixtureLearned/TestBloomFilterStringQuery/7/0",1,4.57858e+09,4.57619e+09,ns,,,,,,9.43953,88628,5,73944,0.0379552,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/7/1",1,4.92882e+09,4.92301e+09,ns,,,,,,8.91409,88628,5,73944,0.0379552,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/7/2",1,4.84858e+09,4.84612e+09,ns,,,,,,8.22271,88628,5,73944,0.0379552,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/7/3",1,4.7665e+09,4.76438e+09,ns,,,,,,8.60988,88628,5,73944,0.0379552,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/7/4",1,4.66408e+09,4.6622e+09,ns,,,,,,7.64196,88628,5,73944,0.0379552,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/7/5",1,4.63146e+09,4.62864e+09,ns,,,,,,8.47161,88628,5,73944,0.0379552,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/7/6",1,4.80387e+09,4.79661e+09,ns,,,,,,8.066,88628,5,73944,0.0379552,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/7/7",1,4.67887e+09,4.6763e+09,ns,,,,,,7.2087,88628,5,73944,0.0379552,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/7/8",1,4.81125e+09,4.80851e+09,ns,,,,,,6.36984,88628,5,73944,0.0379552,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/7/9",1,5.11308e+09,5.07193e+09,ns,,,,,,6.23156,88628,5,73944,0.0379552,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/7/10",1,4.68752e+09,4.68479e+09,ns,,,,,,5.98267,88628,5,73944,0.0379552,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/7/11",1,4.75992e+09,4.75662e+09,ns,,,,,,5.22677,88628,5,73944,0.0379552,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/7/12",1,6.1348e+09,5.59e+09,ns,,,,,,5.33739,88628,5,73944,0.0379552,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/7/13",1,4.74978e+09,4.7473e+09,ns,,,,,,4.71055,88628,5,73944,0.0379552,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/7/14",1,4.71494e+09,4.71275e+09,ns,,,,,,5.16224,88628,5,73944,0.0379552,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/7/15",1,4.81613e+09,4.81169e+09,ns,,,,,,4.96866,88628,5,73944,0.0379552,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/7/16",1,4.76494e+09,4.76083e+09,ns,,,,,,4.35103,88628,5,73944,0.0379552,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/7/17",1,4.83269e+09,4.80135e+09,ns,,,,,,3.9823,88628,5,73944,0.0379552,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/7/18",1,4.72393e+09,4.72158e+09,ns,,,,,,3.84403,88628,5,73944,0.0379552,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/7/19",1,4.78875e+09,4.75109e+09,ns,,,,,,3.65044,88628,5,73944,0.0379552,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/7/20",1,4.83545e+09,4.83271e+09,ns,,,,,,3.92699,88628,5,73944,0.0379552,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/7/21",1,4.72872e+09,4.72623e+09,ns,,,,,,3.09735,88628,5,73944,0.0379552,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/7/22",1,4.78135e+09,4.77861e+09,ns,,,,,,3.28171,88628,5,73944,0.0379552,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/7/23",1,4.69333e+09,4.6911e+09,ns,,,,,,3.08813,88628,5,73944,0.0379552,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/7/24",1,4.80703e+09,4.76794e+09,ns,,,,,,2.7194,88628,5,73944,0.0379552,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/7/25",1,4.75681e+09,4.7541e+09,ns,,,,,,2.46128,88628,5,73944,0.0379552,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/7/26",1,4.7541e+09,4.75114e+09,ns,,,,,,2.14786,88628,5,73944,0.0379552,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/7/27",1,4.76445e+09,4.75953e+09,ns,,,,,,2.08333,88628,5,73944,0.0379552,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/7/28",1,4.72342e+09,4.7211e+09,ns,,,,,,1.7146,88628,5,73944,0.0379552,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/7/29",3,2.03992e+08,2.03836e+08,ns,,,,,,20.1235,88628,5,73944,0.0379552,1
"MyFixtureLearned/TestBloomFilterStringQuery/8/0",1,4.54348e+09,4.54132e+09,ns,,,,,,10.7024,88628,5,74960,0.0362345,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/8/1",1,4.73312e+09,4.73076e+09,ns,,,,,,10.4259,88628,5,74960,0.0362345,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/8/2",1,4.97492e+09,4.96866e+09,ns,,,,,,9.62389,88628,5,74960,0.0362345,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/8/3",1,4.79265e+09,4.78833e+09,ns,,,,,,7.93695,88628,5,74960,0.0362345,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/8/4",1,4.97867e+09,4.97374e+09,ns,,,,,,7.72493,88628,5,74960,0.0362345,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/8/5",1,4.72693e+09,4.72435e+09,ns,,,,,,7.77102,88628,5,74960,0.0362345,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/8/6",1,4.82122e+09,4.816e+09,ns,,,,,,6.6556,88628,5,74960,0.0362345,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/8/7",1,4.65716e+09,4.65519e+09,ns,,,,,,6.7017,88628,5,74960,0.0362345,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/8/8",1,4.72181e+09,4.71951e+09,ns,,,,,,7.14417,88628,5,74960,0.0362345,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/8/9",1,4.73588e+09,4.73169e+09,ns,,,,,,6.00111,88628,5,74960,0.0362345,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/8/10",1,4.72652e+09,4.72394e+09,ns,,,,,,5.40192,88628,5,74960,0.0362345,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/8/11",1,5.21033e+09,5.13486e+09,ns,,,,,,5.61394,88628,5,74960,0.0362345,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/8/12",1,4.77135e+09,4.74447e+09,ns,,,,,,5.81674,88628,5,74960,0.0362345,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/8/13",1,5.95493e+09,5.93319e+09,ns,,,,,,4.86726,88628,5,74960,0.0362345,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/8/14",1,6.16743e+09,6.12139e+09,ns,,,,,,4.60914,88628,5,74960,0.0362345,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/8/15",1,6.79459e+09,6.75378e+09,ns,,,,,,5.12537,88628,5,74960,0.0362345,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/8/16",1,1.14616e+10,9.5607e+09,ns,,,,,,4.68289,88628,5,74960,0.0362345,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/8/17",1,1.10544e+10,1.07097e+10,ns,,,,,,4.32338,88628,5,74960,0.0362345,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/8/18",1,1.53132e+10,1.38436e+10,ns,,,,,,3.96386,88628,5,74960,0.0362345,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/8/19",1,1.18761e+10,1.13469e+10,ns,,,,,,3.63201,88628,5,74960,0.0362345,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/8/20",1,2.10835e+10,1.63713e+10,ns,,,,,,3.65966,88628,5,74960,0.0362345,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/8/21",1,1.20741e+10,1.1636e+10,ns,,,,,,3.41999,88628,5,74960,0.0362345,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/8/22",1,1.69161e+10,1.48022e+10,ns,,,,,,3.30015,88628,5,74960,0.0362345,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/8/23",1,1.96271e+10,1.70786e+10,ns,,,,,,3.07891,88628,5,74960,0.0362345,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/8/24",1,9.14867e+09,9.06938e+09,ns,,,,,,2.66409,88628,5,74960,0.0362345,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/8/25",1,1.06665e+10,1.02705e+10,ns,,,,,,2.49816,88628,5,74960,0.0362345,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/8/26",1,1.06194e+10,1.02075e+10,ns,,,,,,2.32301,88628,5,74960,0.0362345,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/8/27",1,1.54556e+10,1.40381e+10,ns,,,,,,2.01881,88628,5,74960,0.0362345,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/8/28",1,1.42596e+10,1.32722e+10,ns,,,,,,1.84366,88628,5,74960,0.0362345,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/8/29",1,6.38739e+08,5.40167e+08,ns,,,,,,18.7869,88628,5,74960,0.0362345,1
"MyFixtureLearned/TestBloomFilterStringQuery/9/0",1,1.25963e+10,1.20072e+10,ns,,,,,,9.45796,88628,5,76032,0.0345138,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/9/1",1,1.23386e+10,1.1552e+10,ns,,,,,,9.46718,88628,5,76032,0.0345138,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/9/2",1,1.36579e+10,1.31746e+10,ns,,,,,,9.41187,88628,5,76032,0.0345138,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/9/3",1,1.01952e+10,1.00952e+10,ns,,,,,,9.51327,88628,5,76032,0.0345138,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/9/4",1,1.12655e+10,1.1098e+10,ns,,,,,,8.84034,88628,5,76032,0.0345138,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/9/5",1,1.18778e+10,1.17386e+10,ns,,,,,,8.24115,88628,5,76032,0.0345138,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/9/6",1,1.11811e+10,1.10478e+10,ns,,,,,,7.92773,88628,5,76032,0.0345138,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/9/7",1,1.11921e+10,1.10184e+10,ns,,,,,,7.51291,88628,5,76032,0.0345138,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/9/8",1,1.14196e+10,1.12994e+10,ns,,,,,,6.87684,88628,5,76032,0.0345138,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/9/9",1,1.07987e+10,1.06098e+10,ns,,,,,,6.63717,88628,5,76032,0.0345138,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/9/10",1,1.10509e+10,1.09273e+10,ns,,,,,,6.46202,88628,5,76032,0.0345138,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/9/11",1,1.02224e+10,1.01161e+10,ns,,,,,,6.05642,88628,5,76032,0.0345138,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/9/12",1,1.1709e+10,1.15671e+10,ns,,,,,,5.8444,88628,5,76032,0.0345138,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/9/13",1,1.17966e+10,1.16669e+10,ns,,,,,,5.35583,88628,5,76032,0.0345138,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/9/14",1,1.11423e+10,1.10005e+10,ns,,,,,,5.30973,88628,5,76032,0.0345138,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/9/15",1,1.13836e+10,1.12402e+10,ns,,,,,,4.84882,88628,5,76032,0.0345138,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/9/16",1,1.14718e+10,1.12865e+10,ns,,,,,,4.6368,88628,5,76032,0.0345138,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/9/17",1,1.13599e+10,1.12519e+10,ns,,,,,,4.30494,88628,5,76032,0.0345138,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/9/18",1,1.1612e+10,1.14967e+10,ns,,,,,,4.12979,88628,5,76032,0.0345138,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/9/19",1,1.10986e+10,1.09841e+10,ns,,,,,,3.73341,88628,5,76032,0.0345138,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/9/20",1,1.10489e+10,1.09378e+10,ns,,,,,,3.47529,88628,5,76032,0.0345138,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/9/21",1,1.02941e+10,1.02009e+10,ns,,,,,,3.27249,88628,5,76032,0.0345138,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/9/22",1,1.31929e+10,1.26462e+10,ns,,,,,,3.30015,88628,5,76032,0.0345138,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/9/23",1,1.08926e+10,1.07725e+10,ns,,,,,,3.24484,88628,5,76032,0.0345138,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/9/24",1,1.19772e+10,1.18428e+10,ns,,,,,,2.68252,88628,5,76032,0.0345138,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/9/25",1,1.10569e+10,1.08998e+10,ns,,,,,,2.35066,88628,5,76032,0.0345138,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/9/26",1,1.10243e+10,1.0875e+10,ns,,,,,,2.25848,88628,5,76032,0.0345138,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/9/27",1,1.0962e+10,1.08531e+10,ns,,,,,,2.04646,88628,5,76032,0.0345138,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/9/28",1,1.05947e+10,1.04883e+10,ns,,,,,,1.73304,88628,5,76032,0.0345138,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/9/29",2,3.45683e+08,3.41816e+08,ns,,,,,,18.4642,88628,5,76032,0.0345138,1
"MyFixtureLearned/TestBloomFilterStringQuery/10/0",1,1.07559e+10,1.06372e+10,ns,,,,,,10.6656,88628,5,77168,0.0327931,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/10/1",1,1.1031e+10,1.09068e+10,ns,,,,,,10.0848,88628,5,77168,0.0327931,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/10/2",1,1.10405e+10,1.09133e+10,ns,,,,,,9.375,88628,5,77168,0.0327931,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/10/3",1,1.08308e+10,1.07388e+10,ns,,,,,,9.19063,88628,5,77168,0.0327931,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/10/4",1,1.1106e+10,1.09791e+10,ns,,,,,,8.79425,88628,5,77168,0.0327931,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/10/5",1,1.1983e+10,1.17414e+10,ns,,,,,,7.91851,88628,5,77168,0.0327931,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/10/6",1,1.35398e+10,1.27818e+10,ns,,,,,,7.94617,88628,5,77168,0.0327931,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/10/7",1,1.09988e+10,1.07965e+10,ns,,,,,,7.65118,88628,5,77168,0.0327931,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/10/8",1,9.88779e+09,9.76228e+09,ns,,,,,,7.22714,88628,5,77168,0.0327931,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/10/9",1,1.07845e+10,1.06423e+10,ns,,,,,,6.82153,88628,5,77168,0.0327931,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/10/10",1,1.08569e+10,1.07487e+10,ns,,,,,,6.54499,88628,5,77168,0.0327931,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/10/11",1,1.03851e+10,1.02922e+10,ns,,,,,,6.02876,88628,5,77168,0.0327931,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/10/12",1,1.03489e+10,1.02165e+10,ns,,,,,,5.51254,88628,5,77168,0.0327931,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/10/13",1,1.05969e+10,1.04874e+10,ns,,,,,,5.4941,88628,5,77168,0.0327931,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/10/14",1,1.0587e+10,1.04745e+10,ns,,,,,,5.17146,88628,5,77168,0.0327931,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/10/15",1,1.06804e+10,1.05697e+10,ns,,,,,,4.93178,88628,5,77168,0.0327931,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/10/16",1,1.12159e+10,1.10823e+10,ns,,,,,,4.72898,88628,5,77168,0.0327931,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/10/17",1,1.13408e+10,1.12119e+10,ns,,,,,,4.1851,88628,5,77168,0.0327931,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/10/18",1,1.12365e+10,1.11213e+10,ns,,,,,,4.36025,88628,5,77168,0.0327931,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/10/19",1,1.08249e+10,1.06791e+10,ns,,,,,,3.99152,88628,5,77168,0.0327931,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/10/20",1,1.19383e+10,1.17449e+10,ns,,,,,,3.82559,88628,5,77168,0.0327931,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/10/21",1,1.10931e+10,1.09364e+10,ns,,,,,,3.38311,88628,5,77168,0.0327931,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/10/22",1,1.15784e+10,1.13841e+10,ns,,,,,,3.30015,88628,5,77168,0.0327931,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/10/23",1,1.06115e+10,1.0496e+10,ns,,,,,,2.93142,88628,5,77168,0.0327931,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/10/24",1,1.05434e+10,1.04204e+10,ns,,,,,,2.88532,88628,5,77168,0.0327931,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/10/25",1,1.04952e+10,1.03747e+10,ns,,,,,,2.48894,88628,5,77168,0.0327931,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/10/26",1,1.05926e+10,1.04474e+10,ns,,,,,,2.25848,88628,5,77168,0.0327931,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/10/27",1,1.20479e+10,1.14992e+10,ns,,,,,,1.98193,88628,5,77168,0.0327931,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/10/28",1,1.09602e+10,1.07688e+10,ns,,,,,,1.86209,88628,5,77168,0.0327931,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/10/29",2,3.38639e+08,3.35303e+08,ns,,,,,,17.865,88628,5,77168,0.0327931,1
"MyFixtureLearned/TestBloomFilterStringQuery/11/0",1,1.17951e+10,1.1175e+10,ns,,,,,,10.6195,88628,5,78384,0.0310724,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/11/1",1,1.05307e+10,1.03743e+10,ns,,,,,,10.1586,88628,5,78384,0.0310724,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/11/2",1,1.09328e+10,1.08072e+10,ns,,,,,,9.54093,88628,5,78384,0.0310724,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/11/3",1,1.04158e+10,1.03253e+10,ns,,,,,,8.73894,88628,5,78384,0.0310724,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/11/4",1,1.07171e+10,1.06047e+10,ns,,,,,,8.79425,88628,5,78384,0.0310724,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/11/5",1,1.04611e+10,1.0353e+10,ns,,,,,,8.24115,88628,5,78384,0.0310724,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/11/6",1,1.07359e+10,1.05904e+10,ns,,,,,,7.73414,88628,5,78384,0.0310724,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/11/7",1,1.05619e+10,1.04448e+10,ns,,,,,,7.38385,88628,5,78384,0.0310724,0.425
