2020-04-17 11:04:25
Running ./bin/learned_b
Run on (8 X 2500 MHz CPU s)
CPU Caches:
  L1 Data 32K (x4)
  L1 Instruction 32K (x4)
  L2 Unified 262K (x4)
  L3 Unified 6291K (x1)
Load Average: 1.54, 2.02, 2.53
***WARNING*** Library was built as DEBUG. Timings may be affected.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"fpr","lbf_size","num_hashes","table_size","target_fpr","tau"
"MyFixtureLearned/TestBloomFilterStringQuery/11/8",1,1.06218e+10,1.04736e+10,ns,,,,,,7.14417,88628,5,78384,0.0310724,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/11/9",1,1.24817e+10,1.18777e+10,ns,,,,,,6.48968,88628,5,78384,0.0310724,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/11/10",1,1.03376e+10,1.01849e+10,ns,,,,,,6.29609,88628,5,78384,0.0310724,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/11/11",1,1.10258e+10,1.05136e+10,ns,,,,,,6.00111,88628,5,78384,0.0310724,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/11/12",1,9.59945e+09,9.50612e+09,ns,,,,,,5.5955,88628,5,78384,0.0310724,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/11/13",1,1.0756e+10,1.06147e+10,ns,,,,,,5.58628,88628,5,78384,0.0310724,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/11/14",1,1.04825e+10,1.03847e+10,ns,,,,,,5.20833,88628,5,78384,0.0310724,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/11/15",1,1.10903e+10,1.09321e+10,ns,,,,,,4.8396,88628,5,78384,0.0310724,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/11/16",1,1.08376e+10,1.0719e+10,ns,,,,,,4.71055,88628,5,78384,0.0310724,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/11/17",1,1.08815e+10,1.07716e+10,ns,,,,,,4.40634,88628,5,78384,0.0310724,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/11/18",1,1.11139e+10,1.09874e+10,ns,,,,,,4.23119,88628,5,78384,0.0310724,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/11/19",1,1.09044e+10,1.07828e+10,ns,,,,,,3.8809,88628,5,78384,0.0310724,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/11/20",1,1.12167e+10,1.10648e+10,ns,,,,,,3.63201,88628,5,78384,0.0310724,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/11/21",1,1.10611e+10,1.09437e+10,ns,,,,,,3.26327,88628,5,78384,0.0310724,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/11/22",1,1.08215e+10,1.07193e+10,ns,,,,,,3.18031,88628,5,78384,0.0310724,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/11/23",1,1.13783e+10,1.12603e+10,ns,,,,,,2.91298,88628,5,78384,0.0310724,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/11/24",1,1.06039e+10,1.04586e+10,ns,,,,,,2.65487,88628,5,78384,0.0310724,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/11/25",1,1.13026e+10,1.11135e+10,ns,,,,,,2.42441,88628,5,78384,0.0310724,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/11/26",1,1.04137e+10,1.03167e+10,ns,,,,,,2.24926,88628,5,78384,0.0310724,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/11/27",1,1.05502e+10,1.04475e+10,ns,,,,,,1.95428,88628,5,78384,0.0310724,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/11/28",1,1.05998e+10,1.04703e+10,ns,,,,,,1.70538,88628,5,78384,0.0310724,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/11/29",2,3.25784e+08,3.22975e+08,ns,,,,,,16.3348,88628,5,78384,0.0310724,1
"MyFixtureLearned/TestBloomFilterStringQuery/12/0",1,1.07489e+10,1.06006e+10,ns,,,,,,10.5826,88628,5,79680,0.0293517,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/12/1",1,1.07497e+10,1.06223e+10,ns,,,,,,10.1217,88628,5,79680,0.0293517,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/12/2",1,1.1559e+10,1.13193e+10,ns,,,,,,9.68842,88628,5,79680,0.0293517,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/12/3",1,1.13319e+10,1.11472e+10,ns,,,,,,9.19063,88628,5,79680,0.0293517,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/12/4",1,1.08701e+10,1.07245e+10,ns,,,,,,8.73894,88628,5,79680,0.0293517,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/12/5",1,6.56641e+09,6.56257e+09,ns,,,,,,8.39786,88628,5,79680,0.0293517,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/12/6",1,5.97948e+09,5.97777e+09,ns,,,,,,7.97382,88628,5,79680,0.0293517,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/12/7",1,5.90706e+09,5.90463e+09,ns,,,,,,7.44838,88628,5,79680,0.0293517,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/12/8",1,5.74794e+09,5.74699e+09,ns,,,,,,7.49447,88628,5,79680,0.0293517,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/12/9",1,5.75524e+09,5.75462e+09,ns,,,,,,6.84919,88628,5,79680,0.0293517,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/12/10",1,5.70299e+09,5.70199e+09,ns,,,,,,6.47124,88628,5,79680,0.0293517,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/12/11",1,5.71916e+09,5.71814e+09,ns,,,,,,6.0472,88628,5,79680,0.0293517,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/12/12",1,5.71196e+09,5.71096e+09,ns,,,,,,5.70612,88628,5,79680,0.0293517,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/12/13",1,5.76072e+09,5.75941e+09,ns,,,,,,5.70612,88628,5,79680,0.0293517,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/12/14",1,5.7315e+09,5.72896e+09,ns,,,,,,5.32817,88628,5,79680,0.0293517,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/12/15",1,5.73251e+09,5.73093e+09,ns,,,,,,5.02397,88628,5,79680,0.0293517,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/12/16",1,5.77002e+09,5.73276e+09,ns,,,,,,4.69211,88628,5,79680,0.0293517,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/12/17",1,5.72301e+09,5.72184e+09,ns,,,,,,4.48931,88628,5,79680,0.0293517,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/12/18",1,5.71678e+09,5.71514e+09,ns,,,,,,4.12058,88628,5,79680,0.0293517,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/12/19",1,5.79924e+09,5.7982e+09,ns,,,,,,3.84403,88628,5,79680,0.0293517,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/12/20",1,5.76055e+09,5.75833e+09,ns,,,,,,3.71497,88628,5,79680,0.0293517,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/12/21",1,5.84498e+09,5.84335e+09,ns,,,,,,3.5767,88628,5,79680,0.0293517,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/12/22",1,6.01325e+09,6.00283e+09,ns,,,,,,3.37389,88628,5,79680,0.0293517,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/12/23",1,5.86528e+09,5.86171e+09,ns,,,,,,3.18953,88628,5,79680,0.0293517,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/12/24",1,5.74077e+09,5.73855e+09,ns,,,,,,2.90376,88628,5,79680,0.0293517,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/12/25",1,5.79478e+09,5.79374e+09,ns,,,,,,2.44285,88628,5,79680,0.0293517,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/12/26",1,5.7845e+09,5.78338e+09,ns,,,,,,2.33223,88628,5,79680,0.0293517,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/12/27",1,5.75132e+09,5.7496e+09,ns,,,,,,2.04646,88628,5,79680,0.0293517,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/12/28",1,5.74684e+09,5.74586e+09,ns,,,,,,1.76991,88628,5,79680,0.0293517,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/12/29",3,2.30473e+08,2.30368e+08,ns,,,,,,15.7633,88628,5,79680,0.0293517,1
"MyFixtureLearned/TestBloomFilterStringQuery/13/0",1,5.70432e+09,5.70304e+09,ns,,,,,,10.4443,88628,5,81064,0.027631,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/13/1",1,5.875e+09,5.83771e+09,ns,,,,,,10.5181,88628,5,81064,0.027631,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/13/2",1,5.73856e+09,5.73775e+09,ns,,,,,,9.58702,88628,5,81064,0.027631,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/13/3",1,5.77782e+09,5.77496e+09,ns,,,,,,9.16298,88628,5,81064,0.027631,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/13/4",1,5.7355e+09,5.73441e+09,ns,,,,,,8.89565,88628,5,81064,0.027631,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/13/5",1,5.74186e+09,5.74067e+09,ns,,,,,,8.25037,88628,5,81064,0.027631,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/13/6",1,5.80409e+09,5.80201e+09,ns,,,,,,7.73414,88628,5,81064,0.027631,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/13/7",1,5.73839e+09,5.73743e+09,ns,,,,,,7.69727,88628,5,81064,0.027631,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/13/8",1,5.744e+09,5.74267e+09,ns,,,,,,7.23636,88628,5,81064,0.027631,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/13/9",1,5.72632e+09,5.72512e+09,ns,,,,,,6.58186,88628,5,81064,0.027631,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/13/10",1,5.77743e+09,5.77486e+09,ns,,,,,,6.28687,88628,5,81064,0.027631,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/13/11",1,5.81516e+09,5.81232e+09,ns,,,,,,5.78909,88628,5,81064,0.027631,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/13/12",1,5.80504e+09,5.76909e+09,ns,,,,,,5.81674,88628,5,81064,0.027631,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/13/13",1,5.81299e+09,5.81134e+09,ns,,,,,,5.60472,88628,5,81064,0.027631,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/13/14",1,6.05814e+09,6.04923e+09,ns,,,,,,5.42957,88628,5,81064,0.027631,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/13/15",1,6.93367e+09,6.85309e+09,ns,,,,,,4.85804,88628,5,81064,0.027631,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/13/16",1,6.25885e+09,6.21913e+09,ns,,,,,,4.70133,88628,5,81064,0.027631,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/13/17",1,6.6705e+09,6.63267e+09,ns,,,,,,4.434,88628,5,81064,0.027631,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/13/18",1,6.07497e+09,6.06918e+09,ns,,,,,,4.06527,88628,5,81064,0.027631,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/13/19",1,6.04367e+09,6.03754e+09,ns,,,,,,3.94543,88628,5,81064,0.027631,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/13/20",1,6.09863e+09,6.05541e+09,ns,,,,,,3.71497,88628,5,81064,0.027631,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/13/21",1,6.04179e+09,6.03528e+09,ns,,,,,,3.43842,88628,5,81064,0.027631,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/13/22",1,6.13373e+09,6.12935e+09,ns,,,,,,3.15265,88628,5,81064,0.027631,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/13/23",1,5.89513e+09,5.89086e+09,ns,,,,,,2.96829,88628,5,81064,0.027631,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/13/24",1,5.95137e+09,5.90839e+09,ns,,,,,,2.61799,88628,5,81064,0.027631,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/13/25",1,5.90266e+09,5.89819e+09,ns,,,,,,2.3691,88628,5,81064,0.027631,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/13/26",1,5.93272e+09,5.92705e+09,ns,,,,,,2.08333,88628,5,81064,0.027631,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/13/27",1,5.94555e+09,5.93941e+09,ns,,,,,,2.04646,88628,5,81064,0.027631,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/13/28",1,5.95917e+09,5.9182e+09,ns,,,,,,1.77913,88628,5,81064,0.027631,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/13/29",3,2.3616e+08,2.35925e+08,ns,,,,,,15.3208,88628,5,81064,0.027631,1
"MyFixtureLearned/TestBloomFilterStringQuery/14/0",1,7.41406e+09,7.34971e+09,ns,,,,,,10.5549,88628,5,82560,0.0259103,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/14/1",1,6.88396e+09,6.85771e+09,ns,,,,,,9.55937,88628,5,82560,0.0259103,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/14/2",1,6.44246e+09,6.39229e+09,ns,,,,,,9.79904,88628,5,82560,0.0259103,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/14/3",1,6.52921e+09,6.5144e+09,ns,,,,,,8.55457,88628,5,82560,0.0259103,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/14/4",1,6.51241e+09,6.49484e+09,ns,,,,,,8.13975,88628,5,82560,0.0259103,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/14/5",1,8.67519e+09,8.26424e+09,ns,,,,,,7.8632,88628,5,82560,0.0259103,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/14/6",1,6.31509e+09,6.3015e+09,ns,,,,,,7.61431,88628,5,82560,0.0259103,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/14/7",1,6.56027e+09,6.54396e+09,ns,,,,,,7.29167,88628,5,82560,0.0259103,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/14/8",1,6.79804e+09,6.7781e+09,ns,,,,,,6.76622,88628,5,82560,0.0259103,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/14/9",1,6.7848e+09,6.72399e+09,ns,,,,,,6.48046,88628,5,82560,0.0259103,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/14/10",1,6.43949e+09,6.42663e+09,ns,,,,,,6.21313,88628,5,82560,0.0259103,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/14/11",1,6.51182e+09,6.49397e+09,ns,,,,,,5.57706,88628,5,82560,0.0259103,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/14/12",1,7.52762e+09,7.48984e+09,ns,,,,,,5.45723,88628,5,82560,0.0259103,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/14/13",1,6.33085e+09,6.28178e+09,ns,,,,,,5.32817,88628,5,82560,0.0259103,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/14/14",1,6.37544e+09,6.36189e+09,ns,,,,,,5.22677,88628,5,82560,0.0259103,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/14/15",1,6.18948e+09,6.1784e+09,ns,,,,,,4.65524,88628,5,82560,0.0259103,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/14/16",1,6.16376e+09,6.15289e+09,ns,,,,,,4.39712,88628,5,82560,0.0259103,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/14/17",1,6.18509e+09,6.13905e+09,ns,,,,,,4.32338,88628,5,82560,0.0259103,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/14/18",1,6.135e+09,6.12495e+09,ns,,,,,,3.58591,88628,5,82560,0.0259103,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/14/19",1,6.25041e+09,6.23808e+09,ns,,,,,,3.73341,88628,5,82560,0.0259103,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/14/20",1,6.29056e+09,6.2791e+09,ns,,,,,,3.54904,88628,5,82560,0.0259103,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/14/21",1,6.27313e+09,6.2262e+09,ns,,,,,,3.36468,88628,5,82560,0.0259103,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/14/22",1,6.21326e+09,6.2029e+09,ns,,,,,,3.14344,88628,5,82560,0.0259103,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/14/23",1,6.56493e+09,6.54704e+09,ns,,,,,,2.80236,88628,5,82560,0.0259103,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/14/24",1,6.21619e+09,6.20307e+09,ns,,,,,,2.65487,88628,5,82560,0.0259103,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/14/25",1,6.2989e+09,6.25347e+09,ns,,,,,,2.43363,88628,5,82560,0.0259103,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/14/26",1,6.5338e+09,6.506e+09,ns,,,,,,2.12942,88628,5,82560,0.0259103,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/14/27",1,6.90347e+09,6.89003e+09,ns,,,,,,1.95428,88628,5,82560,0.0259103,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/14/28",1,6.90681e+09,6.86479e+09,ns,,,,,,1.73304,88628,5,82560,0.0259103,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/14/29",3,2.39379e+08,2.38742e+08,ns,,,,,,14.0579,88628,5,82560,0.0259103,1
"MyFixtureLearned/TestBloomFilterStringQuery/15/0",1,6.3596e+09,6.34935e+09,ns,,,,,,10.1493,88628,5,84168,0.0241897,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/15/1",1,6.33196e+09,6.32142e+09,ns,,,,,,10.3614,88628,5,84168,0.0241897,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/15/2",1,6.30808e+09,6.29614e+09,ns,,,,,,9.05236,88628,5,84168,0.0241897,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/15/3",1,8.04413e+09,7.84159e+09,ns,,,,,,8.60066,88628,5,84168,0.0241897,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/15/4",1,6.73241e+09,6.71967e+09,ns,,,,,,8.57301,88628,5,84168,0.0241897,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/15/5",1,6.4527e+09,6.43964e+09,ns,,,,,,7.51291,88628,5,84168,0.0241897,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/15/6",1,6.71823e+09,6.65523e+09,ns,,,,,,7.63274,88628,5,84168,0.0241897,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/15/7",1,7.56326e+09,7.49156e+09,ns,,,,,,7.2087,88628,5,84168,0.0241897,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/15/8",1,8.16684e+09,8.10566e+09,ns,,,,,,6.95981,88628,5,84168,0.0241897,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/15/9",1,6.49745e+09,6.48457e+09,ns,,,,,,6.48046,88628,5,84168,0.0241897,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/15/10",1,6.54733e+09,6.53477e+09,ns,,,,,,6.22235,88628,5,84168,0.0241897,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/15/11",1,6.86798e+09,6.83977e+09,ns,,,,,,5.8444,88628,5,84168,0.0241897,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/15/12",1,6.44233e+09,6.42722e+09,ns,,,,,,5.61394,88628,5,84168,0.0241897,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/15/13",1,6.4865e+09,6.43902e+09,ns,,,,,,5.57706,88628,5,84168,0.0241897,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/15/14",1,6.4017e+09,6.38946e+09,ns,,,,,,5.10693,88628,5,84168,0.0241897,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/15/15",1,6.48006e+09,6.46688e+09,ns,,,,,,4.46165,88628,5,84168,0.0241897,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/15/16",1,6.34909e+09,6.33819e+09,ns,,,,,,4.61836,88628,5,84168,0.0241897,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/15/17",1,6.50238e+09,6.44717e+09,ns,,,,,,4.09292,88628,5,84168,0.0241897,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/15/18",1,6.42471e+09,6.41339e+09,ns,,,,,,3.93621,88628,5,84168,0.0241897,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/15/19",1,6.3596e+09,6.34855e+09,ns,,,,,,3.83481,88628,5,84168,0.0241897,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/15/20",1,6.58703e+09,6.57341e+09,ns,,,,,,3.64122,88628,5,84168,0.0241897,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/15/21",1,6.40754e+09,6.39671e+09,ns,,,,,,3.41999,88628,5,84168,0.0241897,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/15/22",1,6.38243e+09,6.37198e+09,ns,,,,,,3.26327,88628,5,84168,0.0241897,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/15/23",1,7.75014e+09,7.68153e+09,ns,,,,,,2.85767,88628,5,84168,0.0241897,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/15/24",1,1.38529e+10,1.12104e+10,ns,,,,,,2.61799,88628,5,84168,0.0241897,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/15/25",1,8.6599e+09,8.54239e+09,ns,,,,,,2.41519,88628,5,84168,0.0241897,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/15/26",1,8.99223e+09,8.78958e+09,ns,,,,,,2.09255,88628,5,84168,0.0241897,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/15/27",1,9.07659e+09,8.91125e+09,ns,,,,,,2.12021,88628,5,84168,0.0241897,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/15/28",1,1.22737e+10,1.11928e+10,ns,,,,,,1.76991,88628,5,84168,0.0241897,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/15/29",2,3.36406e+08,3.31535e+08,ns,,,,,,13.7445,88628,5,84168,0.0241897,1
"MyFixtureLearned/TestBloomFilterStringQuery/16/0",1,9.9168e+09,9.69244e+09,ns,,,,,,10.1401,88628,6,85920,0.022469,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/16/1",1,9.46236e+09,9.27652e+09,ns,,,,,,9.86357,88628,6,85920,0.022469,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/16/2",1,1.03698e+10,1.01141e+10,ns,,,,,,9.26438,88628,6,85920,0.022469,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/16/3",1,1.24401e+10,1.15351e+10,ns,,,,,,9.00627,88628,6,85920,0.022469,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/16/4",1,1.09295e+10,1.06487e+10,ns,,,,,,8.35177,88628,6,85920,0.022469,0.35
"MyFixtureLearned/TestBloomFilterStringQuery/16/5",1,1.1171e+10,1.09338e+10,ns,,,,,,7.78024,88628,6,85920,0.022469,0.375
"MyFixtureLearned/TestBloomFilterStringQuery/16/6",1,1.08805e+10,1.0636e+10,ns,,,,,,7.78945,88628,6,85920,0.022469,0.4
"MyFixtureLearned/TestBloomFilterStringQuery/16/7",1,1.09354e+10,1.0652e+10,ns,,,,,,7.48525,88628,6,85920,0.022469,0.425
"MyFixtureLearned/TestBloomFilterStringQuery/16/8",1,1.22028e+10,1.17283e+10,ns,,,,,,6.96903,88628,6,85920,0.022469,0.45
"MyFixtureLearned/TestBloomFilterStringQuery/16/9",1,1.1312e+10,1.09789e+10,ns,,,,,,6.36984,88628,6,85920,0.022469,0.475
"MyFixtureLearned/TestBloomFilterStringQuery/16/10",1,1.10888e+10,1.07538e+10,ns,,,,,,6.41593,88628,6,85920,0.022469,0.5
"MyFixtureLearned/TestBloomFilterStringQuery/16/11",1,1.23454e+10,1.17448e+10,ns,,,,,,5.89049,88628,6,85920,0.022469,0.525
"MyFixtureLearned/TestBloomFilterStringQuery/16/12",1,1.16133e+10,1.13356e+10,ns,,,,,,5.65081,88628,6,85920,0.022469,0.55
"MyFixtureLearned/TestBloomFilterStringQuery/16/13",1,1.12297e+10,1.09991e+10,ns,,,,,,5.40192,88628,6,85920,0.022469,0.575
"MyFixtureLearned/TestBloomFilterStringQuery/16/14",1,1.10806e+10,1.08746e+10,ns,,,,,,4.91335,88628,6,85920,0.022469,0.6
"MyFixtureLearned/TestBloomFilterStringQuery/16/15",1,1.07926e+10,1.06044e+10,ns,,,,,,4.42478,88628,6,85920,0.022469,0.625
"MyFixtureLearned/TestBloomFilterStringQuery/16/16",1,1.14219e+10,1.11236e+10,ns,,,,,,4.434,88628,6,85920,0.022469,0.65
"MyFixtureLearned/TestBloomFilterStringQuery/16/17",1,1.09859e+10,1.07504e+10,ns,,,,,,4.13901,88628,6,85920,0.022469,0.675
"MyFixtureLearned/TestBloomFilterStringQuery/16/18",1,1.10814e+10,1.08661e+10,ns,,,,,,3.80715,88628,6,85920,0.022469,0.7
"MyFixtureLearned/TestBloomFilterStringQuery/16/19",1,1.09449e+10,1.07595e+10,ns,,,,,,3.79794,88628,6,85920,0.022469,0.725
"MyFixtureLearned/TestBloomFilterStringQuery/16/20",1,1.11477e+10,1.09495e+10,ns,,,,,,3.49373,88628,6,85920,0.022469,0.75
"MyFixtureLearned/TestBloomFilterStringQuery/16/21",1,1.26844e+10,1.20584e+10,ns,,,,,,3.4292,88628,6,85920,0.022469,0.775
"MyFixtureLearned/TestBloomFilterStringQuery/16/22",1,1.02717e+10,1.00993e+10,ns,,,,,,2.98673,88628,6,85920,0.022469,0.8
"MyFixtureLearned/TestBloomFilterStringQuery/16/23",1,1.0446e+10,1.02265e+10,ns,,,,,,2.93142,88628,6,85920,0.022469,0.825
"MyFixtureLearned/TestBloomFilterStringQuery/16/24",1,9.71741e+09,9.57796e+09,ns,,,,,,2.85767,88628,6,85920,0.022469,0.85
"MyFixtureLearned/TestBloomFilterStringQuery/16/25",1,1.03605e+10,1.01472e+10,ns,,,,,,2.33223,88628,6,85920,0.022469,0.875
"MyFixtureLearned/TestBloomFilterStringQuery/16/26",1,1.20409e+10,1.16104e+10,ns,,,,,,2.14786,88628,6,85920,0.022469,0.9
"MyFixtureLearned/TestBloomFilterStringQuery/16/27",1,1.2968e+10,1.19724e+10,ns,,,,,,2.00037,88628,6,85920,0.022469,0.925
"MyFixtureLearned/TestBloomFilterStringQuery/16/28",1,1.23421e+10,1.19167e+10,ns,,,,,,1.75147,88628,6,85920,0.022469,0.95
"MyFixtureLearned/TestBloomFilterStringQuery/16/29",2,3.30216e+08,3.26799e+08,ns,,,,,,14.2515,88628,6,85920,0.022469,1
"MyFixtureLearned/TestBloomFilterStringQuery/17/0",1,1.02886e+10,1.008e+10,ns,,,,,,10.1125,88628,6,87632,0.0207483,0.25
"MyFixtureLearned/TestBloomFilterStringQuery/17/1",1,1.23375e+10,1.17608e+10,ns,,,,,,9.84513,88628,6,87632,0.0207483,0.275
"MyFixtureLearned/TestBloomFilterStringQuery/17/2",1,1.12685e+10,1.10211e+10,ns,,,,,,8.89565,88628,6,87632,0.0207483,0.3
"MyFixtureLearned/TestBloomFilterStringQuery/17/3",1,1.25025e+10,1.20858e+10,ns,,,,,,8.91409,88628,6,87632,0.0207483,0.325
"MyFixtureLearned/TestBloomFilterStringQuery/17/4",1,1.45219e+10,1.347e+10,ns,,,,,,8.32412,88628,6,87632,0.0207483,0.35
